productid,category,brand,season,size,color,originalprice,markdownpercentage,currentprice,purchasedate,stockquantity,customerrating,isreturned,returnreason,customer_city,shipping_km,base_env_impact_kg,total_env_impact_kg,customer_height_cm,customer_weight_kg,garment_length_cm,garment_width_cm,seasonal_weather_impact,campaign_type
FB001801,Bottoms,Zara,Fall,L,Brown,104.25,0,104.25,8/6/2025,35,3.1,FALSE,,Dallas,1100,3.8,7.1,167,74,108,46,coldsnap,discount email
FB001802,Outerwear,H&M,Winter,L,Gray,102.68,0,102.68,8/6/2025,18,1.9,FALSE,,Dallas,1100,7,10.3,170,76,71,120,cold,none
FB001803,Dresses,Gap,Winter,XXL,Beige,131.05,32.6,88.33,8/6/2025,9,,FALSE,,Dallas,1100,4.5,7.800000000000001,178,92,99,97,cold,discount email
FB001804,Outerwear,Banana Republic,Spring,XS,Navy,139.73,54.3,63.86,3/27/2025,38,,TRUE,Changed Mind,NY,300,7,15.8,149,52,77,110,rain,sustainability promo
FB001805,Accessories,Forever21,Winter,,Navy,17.59,0,17.59,8/6/2025,14,,FALSE,,LA,1200,1.2,4.8,161,76,33,7,cold,none
FB001806,Shoes,Zara,Fall,L,Red,115.09,0,115.09,8/6/2025,10,2.5,FALSE,,LA,1200,5.5,9.1,166,81,26,15,coldsnap,discount email
FB001807,Accessories,Zara,Summer,,Black,73.75,0,73.75,8/6/2025,23,4.5,FALSE,,NY,300,1.2,2.1,161,62,33,17,heatwave,sustainability promo
FB001808,Accessories,Ann Taylor,Winter,,Navy,66.77,0,66.77,8/6/2025,28,5,TRUE,Size Issue,NY,300,1.2,4.2,173,66,38,9,cold,none
FB001809,Tops,H&M,Fall,L,White,63.92,0,63.92,8/6/2025,10,4.4,FALSE,,Seattle,1150,2.5,5.95,173,81,63,101,coldsnap,sustainability promo
FB001810,Accessories,H&M,Fall,,Green,26.26,0,26.26,8/6/2025,27,,FALSE,,LA,1200,1.2,4.8,171,73,35,14,coldsnap,new collection
FB001811,Accessories,H&M,Spring,,White,62.58,8.8,57.07,11/6/2024,1,1.7,FALSE,,Chicago,800,1.2,3.5999999999999996,167,63,39,17,rain,new collection
FB001812,Shoes,Banana Republic,Summer,S,Green,143.88,0,143.88,8/6/2025,1,3.1,FALSE,,Chicago,800,5.5,7.9,166,56,25,16,heatwave,none
FB001813,Outerwear,Zara,Spring,XL,Blue,226.24,1.2,223.53,2/20/2025,24,4.5,FALSE,,Chicago,800,7,9.4,175,80,69,108,rain,discount email
FB001814,Shoes,Gap,Spring,XXL,Black,164.75,0,164.75,5/2/2025,8,3.7,FALSE,,NY,300,5.5,6.4,178,87,24,17,rain,none
FB001815,Bottoms,Zara,Summer,L,Navy,56.14,0,56.14,8/6/2025,16,4.3,FALSE,,LA,1200,3.8,7.4,170,71,107,47,heatwave,sustainability promo
FB001816,Accessories,H&M,Winter,,Red,39.96,0,39.96,8/6/2025,49,,FALSE,,Atlanta,900,1.2,3.9000000000000004,165,68,32,15,cold,discount email
FB001817,Bottoms,Ann Taylor,Summer,L,Navy,26.5,57.9,11.16,8/6/2025,8,1.7,FALSE,,Seattle,1150,3.8,7.25,164,72,109,40,heatwave,new collection
FB001818,Shoes,H&M,Spring,XXL,Brown,118.53,55,53.34,4/25/2025,2,4.9,FALSE,,NY,300,5.5,6.4,181,89,25,6,rain,discount email
FB001819,Dresses,Mango,Summer,XL,Purple,58.08,0,58.08,8/6/2025,42,1.6,FALSE,,Atlanta,900,4.5,7.2,175,78,96,86,heatwave,new collection
FB001820,Shoes,H&M,Summer,S,Navy,138.85,15,118.02,8/6/2025,17,,FALSE,,NY,300,5.5,6.4,154,63,28,11,heatwave,discount email
FB001821,Bottoms,Banana Republic,Summer,XS,Gray,73.33,0,73.33,8/6/2025,3,3.1,TRUE,Changed Mind,NY,300,3.8,9.4,159,55,103,37,heatwave,discount email
FB001822,Outerwear,Forever21,Winter,S,Green,167.73,0,167.73,8/6/2025,4,4.9,FALSE,,NY,300,7,7.9,165,64,76,119,cold,discount email
FB001823,Tops,H&M,Winter,XXL,Black,79.47,0,79.47,8/6/2025,31,3.7,FALSE,,NY,300,2.5,3.4,178,89,65,96,cold,sustainability promo
FB001824,Dresses,Forever21,Summer,XL,White,69.12,49.4,34.97,8/6/2025,45,2.3,FALSE,,NY,300,4.5,5.4,179,84,104,96,heatwave,sustainability promo
FB001825,Bottoms,Mango,Summer,S,Purple,56.18,6.7,52.42,8/6/2025,35,2.6,TRUE,Changed Mind,Seattle,1150,3.8,14.5,157,56,102,33,heatwave,none
FB001826,Tops,Gap,Winter,XS,Gray,51.28,48.3,26.51,8/6/2025,9,1.1,TRUE,Changed Mind,NY,300,2.5,6.8,160,52,64,104,cold,none
FB001827,Outerwear,Gap,Spring,,Green,111.73,16.8,92.96,5/29/2025,41,1.2,FALSE,,Atlanta,900,7,9.7,166,68,75,110,rain,new collection
FB001828,Bottoms,Ann Taylor,Fall,XXL,Gray,49.08,19.9,39.31,8/6/2025,46,1,TRUE,Changed Mind,LA,1200,3.8,14.8,174,90,100,47,coldsnap,sustainability promo
FB001829,Shoes,Forever21,Winter,M,Pink,182.47,27.1,133.02,8/6/2025,40,,FALSE,,Seattle,1150,5.5,8.95,161,68,32,7,cold,new collection
FB001830,Outerwear,Forever21,Summer,XS,Purple,241.22,5.9,226.99,8/6/2025,13,1.2,FALSE,,LA,1200,7,10.6,152,55,74,122,heatwave,none
FB001831,Dresses,Ann Taylor,Spring,XXL,Blue,78.3,0,78.3,3/14/2025,19,3,FALSE,,Chicago,800,4.5,6.9,179,85,97,86,rain,new collection
FB001832,Shoes,Banana Republic,Winter,M,Purple,73.93,0,73.93,8/6/2025,0,,FALSE,,Atlanta,900,5.5,8.2,167,67,26,15,cold,none
FB001833,Bottoms,H&M,Summer,XXL,Green,97.5,0,97.5,8/6/2025,43,1.6,FALSE,,LA,1200,3.8,7.4,180,95,100,38,heatwave,sustainability promo
FB001834,Tops,Ann Taylor,Summer,XS,Green,38.9,0,38.9,8/6/2025,1,5,FALSE,,Seattle,1150,2.5,5.95,156,54,67,102,heatwave,discount email
FB001835,Shoes,Banana Republic,Summer,S,Blue,95.52,0,95.52,8/6/2025,47,3.9,FALSE,,Dallas,1100,5.5,8.8,155,61,25,11,heatwave,sustainability promo
FB001836,Outerwear,Zara,Fall,M,Red,158.64,50.2,79,8/6/2025,7,3,TRUE,Changed Mind,Chicago,800,7,18.8,163,65,68,121,coldsnap,new collection
FB001837,Tops,Mango,Fall,XL,Navy,26.11,0,26.11,8/6/2025,41,4.3,FALSE,,Chicago,800,2.5,4.9,175,81,61,102,coldsnap,new collection
FB001838,Shoes,Forever21,Spring,,White,107.09,43.1,60.93,2/14/2025,16,4.7,TRUE,Changed Mind,NY,300,5.5,12.8,162,66,23,13,rain,sustainability promo
FB001839,Accessories,Gap,Summer,,Black,71.42,38,44.28,8/6/2025,49,2.8,FALSE,,Seattle,1150,1.2,4.65,172,73,30,9,heatwave,sustainability promo
FB001840,Shoes,Zara,Summer,XL,Red,124.56,0,124.56,8/6/2025,18,3,FALSE,,Chicago,800,5.5,7.9,175,81,28,8,heatwave,none
FB001841,Bottoms,Uniqlo,Summer,L,Purple,30.91,0,30.91,8/6/2025,45,1.8,FALSE,,Seattle,1150,3.8,7.25,166,74,107,35,heatwave,new collection
FB001842,Tops,Zara,Winter,XS,Beige,53.37,0,53.37,8/6/2025,15,1.1,FALSE,,LA,1200,2.5,6.1,159,61,60,92,cold,new collection
FB001843,Shoes,Gap,Summer,XL,Green,159.16,0,159.16,8/6/2025,40,,TRUE,Changed Mind,Chicago,800,5.5,15.8,174,83,28,16,heatwave,sustainability promo
FB001844,Dresses,Mango,Fall,S,Pink,169.64,0,169.64,8/6/2025,5,1.6,FALSE,,Dallas,1100,4.5,7.800000000000001,162,50,106,92,coldsnap,discount email
FB001845,Accessories,Gap,Summer,,Blue,59.94,0,59.94,8/6/2025,7,4,FALSE,,NY,300,1.2,2.1,164,78,39,7,heatwave,new collection
FB001846,Dresses,Gap,Fall,XL,Purple,92.59,0,92.59,8/6/2025,29,3.5,TRUE,Size Issue,Dallas,1100,4.5,15.600000000000001,181,80,96,97,coldsnap,discount email
FB001847,Bottoms,H&M,Spring,S,White,64.07,0,64.07,3/18/2025,10,,FALSE,,NY,300,3.8,4.7,154,60,107,34,rain,sustainability promo
FB001848,Dresses,Forever21,Fall,XS,Blue,127.87,54.6,58.05,8/6/2025,14,4.4,FALSE,,Atlanta,900,4.5,7.2,151,51,104,87,coldsnap,sustainability promo
FB001849,Bottoms,Banana Republic,Fall,M,Blue,32.46,12.9,28.27,8/6/2025,9,,FALSE,,Seattle,1150,3.8,7.25,160,73,108,34,coldsnap,none
FB001850,Bottoms,H&M,Summer,XXL,Pink,40.31,43,22.98,8/6/2025,30,3.5,TRUE,Color Mismatch,LA,1200,3.8,14.8,174,90,108,35,heatwave,new collection
FB001851,Accessories,Ann Taylor,Winter,,Green,51.3,6.1,48.17,8/6/2025,31,,FALSE,,Chicago,800,1.2,3.5999999999999996,169,77,35,9,cold,discount email
FB001852,Bottoms,Gap,Winter,XS,Pink,28.62,0,28.62,8/6/2025,41,4,FALSE,,Seattle,1150,3.8,7.25,151,57,101,47,cold,none
FB001853,Accessories,Gap,Fall,,Green,59.03,6.4,55.25,8/6/2025,45,,FALSE,,Seattle,1150,1.2,4.65,164,72,30,17,coldsnap,new collection
FB001854,Tops,Ann Taylor,Summer,S,Brown,99.65,7.4,92.28,8/6/2025,31,3.8,FALSE,,Seattle,1150,2.5,5.95,158,61,68,94,heatwave,none
FB001855,Dresses,Forever21,Winter,,Blue,128.55,0,128.55,8/6/2025,1,3.7,FALSE,,Dallas,1100,4.5,7.800000000000001,164,73,101,88,cold,sustainability promo
FB001856,Bottoms,Mango,Spring,L,Purple,78.09,56.3,34.13,4/23/2025,20,1.3,FALSE,,NY,300,3.8,4.7,165,69,110,42,rain,new collection
FB001857,Bottoms,Mango,Summer,XXL,Navy,108.89,0,108.89,8/6/2025,50,2.9,FALSE,,LA,1200,3.8,7.4,174,92,103,42,heatwave,none
FB001858,Bottoms,Ann Taylor,Spring,,Gray,35.21,14.7,30.03,12/23/2024,15,3.1,TRUE,Quality Issue,Dallas,1100,3.8,14.2,166,65,110,45,rain,none
FB001859,Dresses,Gap,Summer,XXL,Brown,129.16,34,85.25,8/6/2025,24,1.7,FALSE,,Chicago,800,4.5,6.9,179,88,100,98,heatwave,discount email
FB001860,Dresses,Ann Taylor,Summer,S,Gray,142.43,0,142.43,8/6/2025,15,4.1,TRUE,Size Issue,Dallas,1100,4.5,15.600000000000001,163,48,98,87,heatwave,none
FB001861,Accessories,Forever21,Spring,,Navy,45.19,0,45.19,2/28/2025,38,1.6,TRUE,Wrong Item,Dallas,1100,1.2,9,166,71,37,15,rain,new collection
FB001862,Bottoms,H&M,Fall,S,Purple,47.66,0,47.66,8/6/2025,0,4.8,TRUE,Size Issue,Dallas,1100,3.8,14.2,165,49,110,45,coldsnap,new collection
FB001863,Bottoms,Uniqlo,Summer,XS,Beige,115.05,40,69.03,8/6/2025,48,3.1,FALSE,,Seattle,1150,3.8,7.25,158,46,108,39,heatwave,discount email
FB001864,Bottoms,Banana Republic,Summer,XL,Brown,87.84,0,87.84,8/6/2025,29,1.3,FALSE,,Seattle,1150,3.8,7.25,180,73,103,46,heatwave,new collection
FB001865,Dresses,Forever21,Fall,S,Blue,73.42,35,47.72,8/6/2025,44,,FALSE,,LA,1200,4.5,8.1,158,54,101,96,coldsnap,sustainability promo
FB001866,Shoes,Gap,Fall,L,Navy,181.58,21.6,142.36,8/6/2025,14,4.7,FALSE,,Dallas,1100,5.5,8.8,165,68,23,13,coldsnap,new collection
FB001867,Tops,H&M,Spring,L,Black,71.68,0,71.68,8/5/2025,0,1.5,FALSE,,Seattle,1150,2.5,5.95,174,65,63,97,rain,new collection
FB001868,Tops,Banana Republic,Winter,XXL,Beige,25.63,0,25.63,8/6/2025,27,1.2,FALSE,,Seattle,1150,2.5,5.95,177,95,60,92,cold,none
FB001869,Tops,Forever21,Winter,,Brown,31.34,48.5,16.14,8/6/2025,36,1.6,TRUE,Size Issue,LA,1200,2.5,12.2,162,66,69,103,cold,none
FB001870,Dresses,H&M,Fall,L,Beige,98.91,33.8,65.48,8/6/2025,33,,TRUE,Color Mismatch,Chicago,800,4.5,13.8,169,78,102,88,coldsnap,new collection
FB001871,Accessories,Zara,Winter,,Red,43.33,7.8,39.95,8/6/2025,4,1.3,FALSE,,Chicago,800,1.2,3.5999999999999996,169,77,29,12,cold,discount email
FB001872,Shoes,Gap,Summer,M,Black,70.71,0,70.71,8/6/2025,8,2.3,FALSE,,Dallas,1100,5.5,8.8,169,71,23,5,heatwave,none
FB001873,Outerwear,H&M,Winter,S,Purple,215.99,38.1,133.7,8/6/2025,14,3.9,FALSE,,NY,300,7,7.9,160,54,70,113,cold,discount email
FB001874,Dresses,Banana Republic,Winter,XL,Green,145.57,5.1,138.15,8/6/2025,8,4.4,FALSE,,LA,1200,4.5,8.1,173,86,96,88,cold,new collection
FB001875,Shoes,Banana Republic,Fall,XS,Navy,195.03,0,195.03,8/6/2025,44,4.4,FALSE,,Seattle,1150,5.5,8.95,159,60,32,10,coldsnap,new collection
FB001876,Bottoms,Ann Taylor,Winter,XS,Black,74.88,9.7,67.62,8/6/2025,23,2.6,FALSE,,LA,1200,3.8,7.4,152,55,103,34,cold,sustainability promo
FB001877,Tops,Gap,Spring,L,Pink,50.3,0,50.3,8/18/2024,23,1.3,FALSE,,LA,1200,2.5,6.1,167,72,65,104,rain,none
FB001878,Outerwear,Ann Taylor,Summer,XXL,Red,130.65,0,130.65,8/6/2025,20,2.6,FALSE,,Chicago,800,7,9.4,177,86,72,116,heatwave,new collection
FB001879,Dresses,Forever21,Spring,XXL,Green,94.56,40.3,56.45,6/14/2025,41,4.7,FALSE,,Dallas,1100,4.5,7.800000000000001,185,94,102,87,rain,sustainability promo
FB001880,Outerwear,Uniqlo,Spring,S,Brown,138.98,10.2,124.8,7/22/2025,36,1.4,FALSE,,Dallas,1100,7,10.3,166,49,67,114,rain,none
FB001881,Accessories,H&M,Winter,,Green,52.57,0,52.57,8/6/2025,50,2.5,TRUE,Damaged,Atlanta,900,1.2,7.800000000000001,161,78,34,6,cold,new collection
FB001882,Outerwear,H&M,Spring,,White,151.62,0,151.62,7/11/2025,41,3.5,FALSE,,Dallas,1100,7,10.3,161,70,72,120,rain,new collection
FB001883,Accessories,Uniqlo,Spring,,Blue,26.7,0,26.7,5/27/2025,48,3.1,FALSE,,Dallas,1100,1.2,4.5,162,73,31,11,rain,none
FB001884,Outerwear,Ann Taylor,Summer,S,Brown,147.5,0,147.5,8/6/2025,4,2.4,FALSE,,NY,300,7,7.9,163,62,67,111,heatwave,none
FB001885,Tops,Mango,Fall,S,Navy,66,2.7,64.22,8/6/2025,42,4.4,FALSE,,Dallas,1100,2.5,5.800000000000001,157,60,66,93,coldsnap,none
FB001886,Outerwear,Zara,Fall,XS,Red,183.6,0,183.6,8/6/2025,10,,FALSE,,Dallas,1100,7,10.3,157,46,69,114,coldsnap,new collection
FB001887,Shoes,Uniqlo,Summer,L,Blue,195.83,0,195.83,8/6/2025,14,2.1,FALSE,,LA,1200,5.5,9.1,173,74,28,16,heatwave,new collection
FB001888,Bottoms,Ann Taylor,Winter,S,Beige,75.53,58.1,31.65,8/6/2025,33,4,FALSE,,Dallas,1100,3.8,7.1,163,49,101,37,cold,sustainability promo
FB001889,Tops,Mango,Spring,XL,Beige,30.78,0,30.78,6/13/2025,28,3.9,FALSE,,Dallas,1100,2.5,5.800000000000001,170,76,65,102,rain,discount email
FB001890,Shoes,Banana Republic,Winter,L,White,150.96,0,150.96,8/6/2025,18,4.6,FALSE,,Seattle,1150,5.5,8.95,168,67,29,5,cold,none
FB001891,Bottoms,Forever21,Summer,L,Black,58.98,18.1,48.3,8/6/2025,23,2.8,FALSE,,NY,300,3.8,4.7,176,71,107,37,heatwave,new collection
FB001892,Outerwear,Forever21,Spring,L,Purple,224.91,18.9,182.4,9/19/2024,50,,FALSE,,Dallas,1100,7,10.3,170,79,77,119,rain,new collection
FB001893,Outerwear,Banana Republic,Spring,XL,Brown,155.75,0,155.75,3/25/2025,0,2.4,FALSE,,Seattle,1150,7,10.45,180,77,69,109,rain,none
FB001894,Shoes,H&M,Winter,XL,Blue,194.4,16.2,162.91,8/6/2025,36,1.5,FALSE,,Seattle,1150,5.5,8.95,170,81,30,3,cold,discount email
FB001895,Shoes,Banana Republic,Fall,L,Red,169.77,0,169.77,8/6/2025,39,4.4,FALSE,,Seattle,1150,5.5,8.95,172,65,32,15,coldsnap,none
FB001896,Accessories,Uniqlo,Winter,,Blue,41.52,27.3,30.19,8/6/2025,48,3.4,FALSE,,Chicago,800,1.2,3.5999999999999996,163,68,37,5,cold,discount email
FB001897,Bottoms,Uniqlo,Winter,S,Green,29.5,0,29.5,8/6/2025,36,2.6,FALSE,,Seattle,1150,3.8,7.25,160,55,100,40,cold,new collection
FB001898,Outerwear,Banana Republic,Spring,S,Gray,224.47,2.7,218.41,1/27/2025,15,3.5,FALSE,,Atlanta,900,7,9.7,164,55,74,109,rain,discount email
FB001899,Bottoms,Forever21,Summer,S,Gray,101.45,7.8,93.54,8/6/2025,4,1.1,FALSE,,Chicago,800,3.8,6.199999999999999,162,60,103,46,heatwave,sustainability promo
FB001900,Shoes,Banana Republic,Spring,XXL,Red,84.65,0,84.65,7/26/2025,49,3.6,FALSE,,Chicago,800,5.5,7.9,177,95,31,12,rain,new collection
FB001901,Outerwear,Ann Taylor,Summer,S,Beige,155.85,0,155.85,8/6/2025,38,,FALSE,,Atlanta,900,7,9.7,158,52,73,112,heatwave,sustainability promo
FB001902,Tops,Zara,Winter,XL,Blue,89.62,0,89.62,8/6/2025,0,4.6,TRUE,Color Mismatch,Seattle,1150,2.5,11.9,172,74,67,97,cold,none
FB001903,Tops,Gap,Summer,L,Green,62.79,37.7,39.12,8/6/2025,5,2.6,FALSE,,Atlanta,900,2.5,5.2,165,79,69,92,heatwave,none
FB001904,Bottoms,Gap,Summer,XL,Beige,84.72,24.2,64.22,8/6/2025,44,,TRUE,Color Mismatch,Chicago,800,3.8,12.399999999999999,170,81,101,37,heatwave,none
FB001905,Tops,Mango,Fall,XL,Pink,50.9,0,50.9,8/6/2025,1,1.8,FALSE,,NY,300,2.5,3.4,174,74,67,92,coldsnap,discount email
FB001906,Accessories,Zara,Winter,,Pink,31.23,0,31.23,8/6/2025,25,2.8,FALSE,,Chicago,800,1.2,3.5999999999999996,170,63,35,5,cold,new collection
FB001907,Tops,Zara,Spring,XXL,Red,105.1,0,105.1,8/28/2024,39,4.4,FALSE,,LA,1200,2.5,6.1,184,92,63,96,rain,none
FB001908,Dresses,Forever21,Summer,XS,Brown,160.38,0,160.38,8/6/2025,27,2.7,TRUE,Wrong Item,Seattle,1150,4.5,15.9,159,61,98,94,heatwave,none
FB001909,Bottoms,Uniqlo,Spring,XS,Pink,96.68,26,71.54,9/21/2024,16,,FALSE,,Seattle,1150,3.8,7.25,159,49,108,40,rain,new collection
FB001910,Accessories,Forever21,Summer,,Beige,16.64,0,16.64,8/6/2025,8,4.8,FALSE,,Seattle,1150,1.2,4.65,164,65,35,17,heatwave,none
FB001911,Outerwear,Ann Taylor,Fall,S,Beige,160.05,53.7,74.1,8/6/2025,2,3.2,TRUE,Quality Issue,Seattle,1150,7,20.9,163,56,69,119,coldsnap,sustainability promo
FB001912,Accessories,Mango,Fall,,Gray,23.56,0,23.56,8/6/2025,16,4.4,FALSE,,NY,300,1.2,2.1,173,76,35,9,coldsnap,new collection
FB001913,Shoes,Zara,Fall,XS,Black,68.37,24.2,51.82,8/6/2025,8,3.7,FALSE,,Chicago,800,5.5,7.9,158,48,25,7,coldsnap,new collection
FB001914,Outerwear,Mango,Fall,S,Green,184.24,0,184.24,8/6/2025,49,4,FALSE,,Dallas,1100,7,10.3,166,55,72,117,coldsnap,new collection
FB001915,Shoes,Banana Republic,Spring,XS,Green,94.83,0,94.83,9/8/2024,23,2.9,FALSE,,Atlanta,900,5.5,8.2,150,61,32,13,rain,sustainability promo
FB001916,Tops,Ann Taylor,Summer,M,Pink,115.58,0,115.58,8/6/2025,37,2.2,FALSE,,Chicago,800,2.5,4.9,161,58,62,100,heatwave,new collection
FB001917,Outerwear,Zara,Winter,XXL,Green,116.29,58.7,48.03,8/6/2025,34,3.3,FALSE,,Chicago,800,7,9.4,184,94,71,111,cold,sustainability promo
FB001918,Accessories,Banana Republic,Summer,,Green,24.55,0,24.55,8/6/2025,43,2.3,FALSE,,Chicago,800,1.2,3.5999999999999996,171,62,32,16,heatwave,new collection
FB001919,Dresses,Zara,Spring,,Navy,81.56,0,81.56,1/9/2025,28,3,FALSE,,Dallas,1100,4.5,7.800000000000001,163,70,96,98,rain,discount email
FB001920,Outerwear,Banana Republic,Spring,M,White,234.63,0,234.63,2/7/2025,30,4.3,FALSE,,LA,1200,7,10.6,170,67,72,114,rain,none
FB001921,Accessories,Zara,Fall,,White,27.6,0,27.6,8/6/2025,33,2.8,FALSE,,Seattle,1150,1.2,4.65,165,69,34,5,coldsnap,discount email
FB001922,Tops,Ann Taylor,Fall,XS,Gray,114.76,24.3,86.87,8/6/2025,10,3.4,FALSE,,NY,300,2.5,3.4,155,45,66,91,coldsnap,none
FB001923,Shoes,Zara,Spring,S,Green,133.52,0,133.52,10/4/2024,32,,FALSE,,NY,300,5.5,6.4,159,62,28,16,rain,sustainability promo
FB001924,Tops,Banana Republic,Winter,XS,Blue,64.34,59.3,26.19,8/6/2025,34,1.2,FALSE,,LA,1200,2.5,6.1,160,50,70,99,cold,discount email
FB001925,Bottoms,Forever21,Fall,L,Purple,117.81,0,117.81,8/6/2025,22,4.9,FALSE,,Atlanta,900,3.8,6.5,170,79,110,47,coldsnap,new collection
FB001926,Accessories,Ann Taylor,Spring,,Blue,29.19,0,29.19,3/15/2025,20,1.9,FALSE,,LA,1200,1.2,4.8,163,64,33,10,rain,none
FB001927,Tops,Uniqlo,Fall,M,Purple,34.72,0,34.72,8/6/2025,7,,FALSE,,Atlanta,900,2.5,5.2,164,68,69,93,coldsnap,none
FB001928,Dresses,Gap,Fall,XL,Gray,107.49,0,107.49,8/6/2025,49,3.3,FALSE,,Atlanta,900,4.5,7.2,174,76,106,95,coldsnap,discount email
FB001929,Bottoms,Uniqlo,Winter,XXL,Blue,38.7,0,38.7,8/6/2025,11,4,FALSE,,Seattle,1150,3.8,7.25,184,94,104,39,cold,sustainability promo
FB001930,Outerwear,Ann Taylor,Spring,XS,Brown,152.64,0,152.64,4/5/2025,19,4.1,FALSE,,LA,1200,7,10.6,154,56,73,112,rain,discount email
FB001931,Outerwear,Mango,Fall,XS,Purple,181.66,56.4,79.2,8/6/2025,43,1.2,FALSE,,Seattle,1150,7,10.45,150,59,77,109,coldsnap,sustainability promo
FB001932,Tops,Uniqlo,Spring,XL,Green,114.8,17.4,94.82,5/17/2025,4,1.8,FALSE,,Dallas,1100,2.5,5.800000000000001,173,78,66,104,rain,sustainability promo
FB001933,Shoes,Uniqlo,Winter,XXL,Green,102.95,0,102.95,8/6/2025,38,3.8,FALSE,,Seattle,1150,5.5,8.95,186,83,28,5,cold,none
FB001934,Tops,Forever21,Winter,XXL,Green,86.82,0,86.82,8/6/2025,0,4.8,FALSE,,Atlanta,900,2.5,5.2,182,97,70,103,cold,discount email
FB001935,Outerwear,H&M,Summer,L,Red,83.68,28.1,60.17,8/6/2025,46,,TRUE,Quality Issue,NY,300,7,15.8,171,65,67,111,heatwave,discount email
FB001936,Outerwear,Banana Republic,Fall,S,Pink,167.31,50.7,82.48,8/6/2025,9,3.2,FALSE,,LA,1200,7,10.6,160,56,75,108,coldsnap,sustainability promo
FB001937,Bottoms,H&M,Fall,XS,Gray,114.64,5.1,108.79,8/6/2025,21,2,FALSE,,NY,300,3.8,4.7,156,45,106,45,coldsnap,discount email
FB001938,Outerwear,H&M,Spring,XXL,White,109.53,29.3,77.44,11/2/2024,35,1.3,FALSE,,LA,1200,7,10.6,183,93,67,109,rain,new collection
FB001939,Accessories,Ann Taylor,Summer,,Beige,51.02,57.9,21.48,8/6/2025,36,,FALSE,,Atlanta,900,1.2,3.9000000000000004,169,78,38,8,heatwave,new collection
FB001940,Shoes,H&M,Fall,M,Green,77.45,52.8,36.56,8/6/2025,6,2.7,FALSE,,LA,1200,5.5,9.1,159,62,33,5,coldsnap,discount email
FB001941,Shoes,Ann Taylor,Fall,XS,White,142.87,45.4,78.01,8/6/2025,20,1.7,FALSE,,Seattle,1150,5.5,8.95,152,51,23,7,coldsnap,discount email
FB001942,Outerwear,Banana Republic,Winter,XS,White,138.87,0,138.87,8/6/2025,37,3.2,FALSE,,Atlanta,900,7,9.7,157,48,72,114,cold,sustainability promo
FB001943,Shoes,Ann Taylor,Spring,S,Red,132.82,0,132.82,3/17/2025,40,,TRUE,Changed Mind,NY,300,5.5,12.8,163,48,26,5,rain,new collection
FB001944,Shoes,H&M,Summer,L,Navy,110.54,0,110.54,8/6/2025,24,,TRUE,Size Issue,LA,1200,5.5,18.2,172,74,31,8,heatwave,new collection
FB001945,Bottoms,Zara,Summer,XL,Beige,29.07,0,29.07,8/6/2025,41,2.8,FALSE,,NY,300,3.8,4.7,173,70,102,39,heatwave,none
FB001946,Outerwear,Gap,Summer,S,Navy,141.92,0,141.92,8/6/2025,37,1.7,FALSE,,Atlanta,900,7,9.7,156,62,77,116,heatwave,sustainability promo
FB001947,Shoes,Banana Republic,Summer,XL,Red,67.84,0,67.84,8/6/2025,24,1.2,FALSE,,LA,1200,5.5,9.1,177,78,26,8,heatwave,none
FB001948,Shoes,Mango,Winter,S,Brown,143.27,0,143.27,8/6/2025,0,,FALSE,,Chicago,800,5.5,7.9,159,55,29,15,cold,new collection
FB001949,Accessories,Banana Republic,Winter,,Brown,20.97,0,20.97,8/6/2025,44,4.6,FALSE,,Dallas,1100,1.2,4.5,164,65,36,5,cold,sustainability promo
FB001950,Dresses,Zara,Summer,XL,Purple,105.5,59.8,42.41,8/6/2025,34,,FALSE,,LA,1200,4.5,8.1,173,86,102,97,heatwave,discount email
FB001951,Shoes,Banana Republic,Spring,XXL,Green,184.7,0,184.7,9/19/2024,39,2.1,TRUE,Size Issue,Atlanta,900,5.5,16.4,185,98,24,14,rain,sustainability promo
FB001952,Shoes,H&M,Spring,XS,Blue,81.47,32,55.4,9/1/2024,2,1.1,FALSE,,Chicago,800,5.5,7.9,155,49,23,3,rain,discount email
FB001953,Outerwear,Banana Republic,Winter,L,Blue,107.67,20.3,85.81,8/6/2025,16,4.3,FALSE,,Seattle,1150,7,10.45,170,72,76,109,cold,discount email
FB001954,Tops,Banana Republic,Summer,XL,Purple,88.64,0,88.64,8/6/2025,33,,FALSE,,NY,300,2.5,3.4,179,78,60,103,heatwave,sustainability promo
FB001955,Accessories,Zara,Winter,,Red,17.5,14.4,14.98,8/6/2025,16,3.1,FALSE,,Dallas,1100,1.2,4.5,170,73,37,12,cold,discount email
FB001956,Outerwear,H&M,Winter,XL,Gray,205.37,0,205.37,8/6/2025,25,2,TRUE,Damaged,Seattle,1150,7,20.9,173,72,76,119,cold,none
FB001957,Dresses,Mango,Winter,XS,Beige,111.66,0,111.66,8/6/2025,26,1.4,FALSE,,NY,300,4.5,5.4,151,55,99,91,cold,new collection
FB001958,Shoes,Mango,Summer,S,Pink,184.87,56.4,80.6,8/6/2025,10,3.7,FALSE,,Seattle,1150,5.5,8.95,154,49,33,11,heatwave,discount email
FB001959,Bottoms,Zara,Spring,L,Green,84.58,0,84.58,1/17/2025,33,4.5,FALSE,,NY,300,3.8,4.7,169,77,103,39,rain,none
